link_type,linked,text
0,1,"there wouldn't have been any Nimitz to stand on. [SEP] if he had had his way when the Nimitz was being planned, he would have been deep in the water out there"
0,1,There are 60 countries who have members of Al Qaida in them. [SEP] How many of those countries are we going to invade
2,0,what we are talking about are problems that are facing the entire nation. [SEP] I think it's important for us to get loan guarantees to the automakers
2,0,You cannot lead this great country of ours by misleading the people. [SEP] I think it's good
2,0,"We need to make education the number one priority in our country and treat teachers like the professionals that they are. [SEP] if they invest their hopes and allow themselves to believe, then they're gonna be let down and disappointed"
2,0,"better sex education, family planning. [SEP] They didn't do the planning"
0,1,"a genuine effort to try to restore America's hope and possibilities by bringing people together. [SEP] if Americans trust me with the presidency, I can pledge to you, we will have the most significant effort"
0,1,I think the American people have only one - uh requirement - that the facts about Mayaguez be given to them accurately and completely. [SEP] I understand that the report today is accurate
2,0,"This is wrong, and we have to do something about it. [SEP] itâ€™s what are you going to do about it?"
2,0,Joe Biden is responsible for saving America’s auto industry and you voted against it.. We can't settle for anything but the best
0,1,jobs in America by a hundred thousand. [SEP] That's the kind of defense program that uh - Mr. Carter wants
1,1,I don't think it's just experience that makes the difference. [SEP] his involvement in Panama
2,0,it's important to look at what we need to do to get the economy going again. [SEP] therefore the farmer is not in a position to bargain very effectively in the market place.
2,0,I am very thankful that we do have a good plan and the surge and the counterinsurgency strategy in Iraq that has proven to work. [SEP] this man has no credibility on the issue
0,1,"I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. [SEP] And Barack Obama went high, despite Donald Trump's best efforts to bring him down"
0,1,"We now have uh - a greatly expanded White House staff. [SEP] When I get to Washington, coming in as an outsider, one of the major responsibilities that - that I will have on my shoulder is a complete reorganization of the - of the executive branch of government"
2,0,"with regard to how fast the number of workers would increase and how fast the number of retirees would increase. [SEP] believe me, when you look at arms control and trying to deal with the Soviet Union, you cannot come at it from a naive position"
2,0,"when we went in, there were three countries: Great Britain, Australia and the United States. [SEP] Russia is in part resurgent and Putin is feeling powerful"
0,1,"they agree. [SEP] if we can do what I've said, we can get it down without going and socking the American taxpayer once again"
2,0,"That means we go back down the road to higher interest rates, to higher unemployment, to a kind of self-tax increase on every American family. [SEP] Their aspirations are similar to young people's here"
0,1,"I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents. [SEP] we have been humiliated"
2,0,"that's what we did in Texas. [SEP] what's actually happened in Afghanistan, regardless of this rosy scenario that they paint on Afghanistan, just like they do with Iraq"
2,0,what is at test here is the credibility of the United States of America and how we lead the world. [SEP] I'll lead you in an open and honest way
2,0,"we also have to deal with drug education prevention here at home. [SEP] I'm a guy who wants to help with the experience I have, the American people"
2,0,we make decisions today in the military that -- that will confront challenges we can't imagine. [SEP] We have to be firm and strong
2,0,We passed two very forward-looking civil rights bills. [SEP] I thought her husband's sacrifice was noble and worthy
